President,Approval,Demographic,WeeksInOffice
Truman,61,OwnParty,433
Truman,46,OwnParty,524
Truman,51,OwnParty,588
Truman,61,OwnParty,650
Truman,68,OwnParty,748
Truman,76,OwnParty,776
Truman,69,OwnParty,804
Truman,76,OwnParty,818
Truman,64,OwnParty,888
Truman,72,OwnParty,964
Truman,70,OwnParty,1000
Truman,50,OwnParty,1098
Truman,75,OwnParty,1429
Truman,69,OwnParty,1487
Truman,71,OwnParty,1634
Truman,65,OwnParty,1737
Truman,54,OwnParty,1786
Truman,56,OwnParty,1853
Truman,55,OwnParty,1884
Truman,66,OwnParty,1919
Truman,59,OwnParty,1940
Truman,56,OwnParty,1961
Truman,55,OwnParty,1989
Truman,52,OwnParty,2003
Truman,54,OwnParty,2010
Truman,60,OwnParty,2022
Truman,51,OwnParty,2066
Truman,41,OwnParty,2129
Truman,41,OwnParty,2157
Truman,41,OwnParty,2179
Truman,35,OwnParty,2200
Truman,40,OwnParty,2233
Truman,41,OwnParty,2261
Truman,43,OwnParty,2283
Truman,48,OwnParty,2309
Truman,51,OwnParty,2358
Truman,48,OwnParty,2381
Truman,42,OwnParty,2409
Truman,42,OwnParty,2465
Truman,41,OwnParty,2479
Truman,44,OwnParty,2499
Truman,47,OwnParty,2563
Truman,46,OwnParty,2591
Truman,52,OwnParty,2610
Truman,48,OwnParty,2626
Truman,51,OwnParty,2654
Truman,50,OwnParty,2736
Truman,44,OwnParty,2742
Truman,50,OwnParty,2805
Truman,31,OppositeParty,433
Truman,21,OppositeParty,524
Truman,23,OppositeParty,588
Truman,41,OppositeParty,650
Truman,50,OppositeParty,748
Truman,57,OppositeParty,776
Truman,41,OppositeParty,804
Truman,43,OppositeParty,818
Truman,43,OppositeParty,888
Truman,34,OppositeParty,964
Truman,35,OppositeParty,1000
Truman,26,OppositeParty,1098
Truman,32,OppositeParty,1429
Truman,25,OppositeParty,1487
Truman,26,OppositeParty,1634
Truman,22,OppositeParty,1737
Truman,11,OppositeParty,1786
Truman,19,OppositeParty,1853
Truman,17,OppositeParty,1884
Truman,26,OppositeParty,1919
Truman,19,OppositeParty,1940
Truman,20,OppositeParty,1961
Truman,14,OppositeParty,1989
Truman,14,OppositeParty,2003
Truman,18,OppositeParty,2010
Truman,13,OppositeParty,2022
Truman,17,OppositeParty,2066
Truman,13,OppositeParty,2129
Truman,11,OppositeParty,2157
Truman,11,OppositeParty,2179
Truman,9,OppositeParty,2200
Truman,7,OppositeParty,2233
Truman,8,OppositeParty,2261
Truman,10,OppositeParty,2283
Truman,11,OppositeParty,2309
Truman,11,OppositeParty,2358
Truman,7,OppositeParty,2381
Truman,6,OppositeParty,2409
Truman,5,OppositeParty,2465
Truman,7,OppositeParty,2479
Truman,5,OppositeParty,2499
Truman,10,OppositeParty,2563
Truman,7,OppositeParty,2591
Truman,10,OppositeParty,2610
Truman,9,OppositeParty,2626
Truman,8,OppositeParty,2654
Truman,10,OppositeParty,2736
Truman,8,OppositeParty,2742
Truman,9,OppositeParty,2805
Truman,43,AllAdults,433
Truman,33,AllAdults,524
Truman,34,AllAdults,588
Truman,35,AllAdults,650
Truman,48,AllAdults,748
Truman,60,AllAdults,776
Truman,63,AllAdults,804
Truman,57,AllAdults,818
Truman,65,AllAdults,888
Truman,55,AllAdults,964
Truman,61,AllAdults,1000
Truman,55,AllAdults,1098
Truman,54,AllAdults,1429
Truman,53,AllAdults,1487
Truman,36,AllAdults,1634
Truman,39,AllAdults,1737
Truman,40,AllAdults,1786
Truman,69,AllAdults,1853
Truman,57,AllAdults,1884
Truman,51,AllAdults,1919
Truman,57,AllAdults,1940
Truman,45,AllAdults,1961
Truman,50,AllAdults,1989
Truman,45,AllAdults,2003
Truman,37,AllAdults,2010
Truman,41,AllAdults,2022
Truman,37,AllAdults,2066
Truman,46,AllAdults,2129
Truman,39,AllAdults,2157
Truman,28,AllAdults,2179
Truman,24,AllAdults,2200
Truman,24,AllAdults,2233
Truman,25,AllAdults,2261
Truman,29,AllAdults,2283
Truman,31,AllAdults,2309
Truman,32,AllAdults,2358
Truman,29,AllAdults,2381
Truman,23,AllAdults,2409
Truman,23,AllAdults,2465
